ICAO Code,Classification,Category,Wing Span(m),Length(m),Height(m),MTOW(t),Fuel Capacity(ltr),Maximum Range(Nm),Persons On Board,Take Off Distance(m),Landing Distance(m),Absolute Ceiling(x100ft),Optimum Ceiling(x100ft),Maximum Speed(kts / M),Optimum Speed(kts / M),Maximum Climb Rate(ft / min),List of Manufacturers
HUCO,H1T,L/G,-,16.1,4.1,4.5,1128,270,,,,110,80,122,,1600,"['BELL 209 HueyCobra', 'BELL AH-1E HueyCobra', 'BELL AH-1F HueyCobra', 'BELL AH-1P HueyCobra', 'BELL AH-1S HueyCobra', 'BELL TAH-1 HueyCobra', 'BELL TH-1S HueyCobra', 'FUJI AH-1 HueyCobra']"
HUML,L1P,L/G,6.4,4,1.2,0.3,25,180,1,90,,130,100,117,,1000,['HUMMEL Hummel Bird']
HUMM,L1P,L/G,11,6.5,,0.7,,,2,100,,140,80,,,,['AEROTEK (2) Hummingbird']
HUNT,L1J,M/G,10.2,14.9,4,10.8,,490,2,,,470,,620 / .93,,8000,['HAWKER Hunter']
HURI,L1P,L/G,12.1,9.5,4,3.4,,430,1,,,365,220,297,257,,"['HAWKER Hurricane', 'HAWKER Sea Hurricane']"
HURK,L1T,L/G,9.9,11.1,3.7,,,800,2,,,350,,310,250,3000,['TAI TT-32 H�rku�']
HUSK,L1P,L/G,10.7,6.8,2,0.9,200,550,,230,430,,150,125,121,1500,"['AVIAT A-1 Husky', 'AVIAT A-1 Husky Pup', 'CHRISTEN A-1 Husky']"
HW4P,G1P,L/G,-,,,,,,,,,,,,,,['GROEN Hawk 4']
HW4T,G1T,L/G,-,8.5,4.1,1.5,300,315,4,76,46,160,80,148,132,1500,['GROEN Jet Hawk 4T']
HX2,H1T,L/G,-,5.8,2.4,0.6,68,120,2,,,100,80,95,70,,['HELOWERKS HX-2 Wasp']
HYPR,L1P,L/G,9.2,,,0.5,65,,,,,,,104,,1000,['P&M AVIATION HypR']
I103,L1P,L/G,10.5,8,3.1,1.3,200,430,5,380,320,100,80,119,97,620,['ILYUSHIN Il-103']
I114,L2T,M/E,30,26.8,9.3,23.5,8780,540,64,1500,1300,330,250,270,254,,['ILYUSHIN Il-114']
I115,L1P,L/G,9.5,7.3,2,0.9,,540,,,,140,100,124,,,['AISA I-115']
I11B,L1P,L/G,9.3,6.4,2,0.7,,400,,,,140,100,124,,,['AISA I-11B Peque']
I153,L1P,L/G,10.2,6.1,2.9,2,310,500,1,,,350,130,195,160,,['POLIKARPOV I-153']
I15B,L1P,L/G,10.2,6.3,,1.7,,325,1,,,260,130,196,,,['POLIKARPOV I-15bis']
I16,L1P,L/G,9,5.9,2.4,1.8,,400,1,,,275,130,193,,9200,['POLIKARPOV I-16']
I22,L1J,M/G,9.6,13.2,4.3,6.9,1980,640,2,1140,1080,370,,529,500,7290,"['INSTYTUT LOTNICTWA I-22 Iryda', 'PZL-MIELEC I-22 Iryda', 'PZL-MIELEC M-93 Iryda', 'PZL-MIELEC M-96 Iryda']"
I23,L1P,L/G,8.9,7.1,2.5,1,170,770,4,600,,140,100,153,143,1000,"['INSTYTUT LOTNICTWA I-23 Manager', 'PZL-SWIDNIK I-23 Manager']"
I3,L1P,L/G,8.1,6.7,2.2,1,,500,2,200,450,160,130,243,190,3750,['INTERAVIA I-3']
I66,L1P,L/G,9.3,6.6,,0.5,70,370,2,,,130,,81,,690,['IANNOTTA I-66 San Francisco']
I828,L1T,L/G,14,8.8,2.6,2.8,450,400,1,,,140,80,120,,,['ICA IAR-828']
IA46,L1P,L/G,11.6,7.4,2.1,0.9,,,3,,,130,100,97,,400,"['DINFIA IA-46 Ranquel', 'DINFIA IA-46 Super Ranquel']"
IA50,L2T,M/G,19.5,15.4,5.7,7.7,,1200,16,,,330,240,256,242,,"['DINFIA IA-50 Guarani 2', 'FMA IA-50 Guarani 2']"
IA51,L1P,L/G,11.6,7.5,2.2,,,600,3,,,120,100,,,,"['DINFIA IA-51 Tehuelche', 'FMA IA-51 Tehuelche']"
IA58,L2T,L/G,14.5,14.2,5.3,6.8,2660,1240,2,,,330,200,269,232,3540,['FMA IA-58 Pucara']
IA63,L1J,L/G,9.7,10.9,4.3,5,1120,590,2,430,460,,,440,350,5100,"['FMA AT-63 Pampa', 'FMA IA-63 Pampa', 'LMAASA AT-63 Pampa', 'LMAASA IA-63 Pampa']"
IFUR,L1P,L/G,6.4,5.8,2.1,0.5,70,170,1,120,,140,100,,87,1600,['ISAACS Fury']
IL14,L2P,M/G,31.7,22.3,7.9,17.5,6500,210,18-42,,,240,180,232,188,,"['AVIA (2) Av-14', 'ILYUSHIN Il-14', 'VEB Il-14']"
IL18,L4T,M/D,37.4,35.9,10.1,64,30000,1990,75-122,1450,1100,330,250,369,340,1500,"['ILYUSHIN Il-18', 'ILYUSHIN Il-18 Bizon', 'ILYUSHIN Il-20', 'ILYUSHIN Il-22 Zebra', 'ILYUSHIN Il-24']"
IL28,L2J,M/F,21.4,17.6,6.2,21.2,,1300,3,1100,1170,410,350,431,,,"['HARBIN H-5', 'HARBIN HJ-5', 'HARBIN HZ-5', 'ILYUSHIN Il-28']"
IL38,L4T,M/D,37.4,36.9,10.1,63.5,30000,3890,11,1300,850,350,310,330,217,,['ILYUSHIN Il-38']
IL62,L4J,H/C,43.2,53.1,12.3,165,105300,5400,186,3300,2500,390,350,496,450,3500,['ILYUSHIN Il-62']
IL76,L4J,H/C,50.6,46.6,14.7,170,90000,2700,143,,1000,395,350,460,410,3000,"['ILYUSHIN Il-76', 'ILYUSHIN Il-76 Gajaraj', 'ILYUSHIN Il-78', 'ILYUSHIN Il-82']"
IL86,L4J,H/C,48,59.4,15.8,208,114000,2480,234-353,2800,1200,370,350,515,490,2000,"['ILYUSHIN Il-86', 'ILYUSHIN Il-87']"
IL96,L4J,H/B,60.1,55.3,17.5,216,148260,5940,300-435,2600,2000,410,370,485,465,,['ILYUSHIN Il-96']
IMPU,L1P,L/G,8.7,6.3,1.7,0.5,110,650,2,100,220,180,120,145,130,2000,"['IMPULSE Impulse', 'IMPULSE Xcite', 'IMPULSE Xturn']"
INCQ,L1P,L/G,9.6,6.5,2.4,0.8,,900,2,250,,,,160,140,1000,['INPAER Conquest']
INEC,L1P,L/G,9.6,6.5,2.4,1,,900,3,250,,,,160,140,1300,['INPAER Excel']
INEX,L1P,L/G,10.4,7.5,2.4,1.2,210,,4,350,250,,,170,145,1000,['INPAER Explorer']
ION,L1P,L/G,9.9,7.3,1.9,0.6,90,,2,150,,,,138,100,1600,['ION Ion']
IP06,L1P,L/G,9.9,6.3,2.3,0.5,,600,2,,,170,130,100,90,,['IPE IPE-06 Curucaca']
IP10,L1P,L/G,10,7.6,,2,200,400,1,270,260,150,80,130,100,,['IPE IPE-010']
IP26,L1P,L/G,,,,,,,2,,,,,,,,['IPAI IPAI-26 Tuca']
IP6A,L1P,L/G,10,6.5,,0.8,120,450,2,,,,60,150,,1450,['IPE IPE-06A']
IPAN,L1P,L/G,11.7,7.4,2.2,1.8,290,470,1,560,410,110,60,121,,930,"['EMBRAER EMB-200 Ipanema', 'EMBRAER EMB-201 Ipanema', 'EMBRAER EMB-202 Ipanema', 'EMBRAER U-19 Ipanema', 'EMBRAER EMB-203 Ipanema', 'NEIVA EMB-201 Ipanema', 'NEIVA EMB-202 Ipanema', 'NEIVA G-19 Ipanema']"
IR21,L1P,L/G,12.8,9.2,2.8,1.9,,300,2,,,200,120,115,,,['ICA IAR-821']
IR22,L1P,L/G,12.8,9.4,2.8,1.9,,300,2,,,150,80,105,90,,"['ICA IAR-822', 'ICA IAR-826']"
IR23,L1P,L/G,10,8.3,2.8,1.2,360,700,2,300,250,185,130,162,154,1300,['ICA IAR-823']
IR24,L1P,L/G,12.4,9.2,3.3,1.9,,500,6,,,100,80,120,,,['ICA IAR-824']
IR25,L1T,L/G,10,8.9,3.2,2.3,400,750,2,250,300,,,253,237,3150,['ICA IAR-825TP Triumf']
IR27,L1P,L/G,14,9.6,2.7,2.8,,400,2,,,120,80,115,100,,"['BUCURESTI IAR-827 Dacic', 'ICA IAR-827 Dacic']"
IR28,L1P,L/G,17,7.5,2.8,,,,,,,,,,,,"['ICA IAR-28MA', 'ICA IS-28MA']"
IR31,L1P,L/G,10,8.9,3.2,2.3,,760,2,,,300,,250,240,3100,['ICA IAR-831 Pelican']
IR46,L1P,L/G,12,7.8,2.1,0.8,70,250,2,450,170,130,100,116,97,590,['IAR IAR-46 Katty']
IR99,L1J,L/G,9.8,11,3.9,5.4,470,590,2,790,750,430,,467 / .76,,6900,"['AVIOANE IAR-99 Soim', 'AVIOANE IAR-109 Swift', 'CRAIOVA IAR-99 Soim']"
IS2,H1P,L/G,-,7,2.8,0.8,110,200,2,,,120,80,104,94,1350,['INSTYTUT LOTNICTWA IS-2']
IS28,L1P,L/G,17,7.5,2.1,0.7,,240,2,160,65,165,130,114,89,610,"['IAR IS-28M2', 'ICA IS-28M2']"
ISAT,L1P,L/G,9.8,6,2.6,0.5,64,800,2,100,,,,124,,,['AEROJAMES 01 Isatis']
ISPT,L1P,L/G,11.2,9.1,3.4,3,550,500,1,330,660,250,,351,280,3500,['ISAACS Spitfire']
J1,L1P,L/G,10.9,7.1,2,,,,,,,130,100,104,86,570,"['AUSTER J-1 Aiglet', 'AUSTER J-1 Alpha', 'AUSTER J-1 Autocrat', 'AUSTER J-1 Kingsland', 'AUSTER J-1 Workmaster', 'TAYLORCRAFT (2) J-1 Autocrat']"
J10,L1J,M/G,8.7,14.5,4.7,18.5,4500,1080,1,350,,590,, / 2.00,600,,"['CHENGDU F-10', 'CHENGDU J-10']"
J177,L1P,L/G,7.8,7.1,2,0.5,90,,,60,,145,120,100,,1000,"['AERODYNOS JA-177 Evolution', 'AERODYNOS JA-177 Pingouin', 'EURO PINGOUIN JA-177 Pingouin 152']"
J2,L1P,L/G,10.8,6.8,2,0.5,,200,,,,120,,90,,500,"['PIPER J-2 Cub', 'TAYLOR (1) J-2 Cub']"
J20,L2J,M/E,13.5,20.4,,37,11340,3200,1,,,660,,/ 2,,,['CHENGDU J-20']
J3,L1P,L/G,10.7,6.8,2,0.5,30,160,,220,140,120,100,75,71,450,"['AMERICAN LEGEND AL-3C Legend Cub', 'CUB J-3 Cub', 'CUB J-3 Prospector', 'HENDERSON Little Bear', 'PIPER J-3 Cub', 'PIPER L-4 Cub', 'PIPER NE Cub', 'SATURN-AVIA J-3 Cub', 'TEXAS SPORT TX-3 Texas Sport', 'WAGAERO Cuby Acro Trainer', 'WAGAERO Cuby Observer', 'WAGAERO Cuby Sport Trainer']"
J300,L1P,L/G,9.6,6,2,0.5,94,430,,170,150,140,100,107,76,1000,"['ALMS J-300 Joker', 'SAUPER J-300 Joker']"
J328,L2J,M/G,21,21.2,7.2,15.6,3640,900,12-34,1300,1400,350,310,390,350 / .66,2500,"['328 SUPPORT SERVICES Dornier 328JET', 'AVCRAFT Dornier 328JET', 'FAIRCHILD DORNIER 328JET', 'FAIRCHILD DORNIER 328JET Envoy 3', 'RUAG Dornier 328JET Envoy']"
J4,L1P,L/G,11,6.9,2,0.6,,300,,,,120,100,87,80,500,['PIPER J-4 Cub Coupe']
J400,L1P,L/,9.1,6.3,2.3,0.6,80,460,2,200,,,,140,94,,"['JIHLAVAN JA-400 Skyleader 400', 'ZALL JIHLAVAN JA-400 Skyleader 400']"
J40E,L1E,L/,9.2,6.4,2.4,,-,,,,,,,,,,['ZALL JIHLAVAN JA-400 Skyleader 400 Electric']
J4B2,G1P,L/G,-,4.1,2.4,0.5,60,150,2,90,,80,,97,,500,['BARNETT J4B2']
J5,L1P,L/G,10.8,6.9,2,0.7,,330,3,,,150,100,95,83,500,"['PIPER AE Cub Cruiser', 'PIPER J-5 Cub Cruiser', 'PIPER L-14 Cub Cruiser']"
J600,L2J,L/,27.1,27,9,39.5,,1800,14-110,1463,1420,410,370,480,460,,"['ACS (2) JA-600 Skyleader 600', 'JIHLAVAN JA-600 Skyleader 600', 'JIHLAVAN JA-600 Rapid 600', 'ZAIR Skyleader 600', 'ZALL JIHLAVAN JA-600 Skyleader 600', 'ZIGONG Skyleader 600']"
J8A,L2J,M/G,9.4,20.5,5.1,12.7,,1100,2,,,690,, / 2.10,,,"['SHENYANG JZ-8', 'SHENYANG J-8A', 'SHENYANG J-8E']"
J8B,L2J,M/G,9.3,21.5,5.4,18.8,,1200,2,630,1000,590,, / 2.20, / 1.1,39300,"['SHENYANG F-8T', 'SHENYANG J-8B', 'SHENYANG J-8D', 'SHENYANG J-8F', 'SHENYANG J-8H', 'SHENYANG J-8T', 'SHENYANG JZ-8F']"
JAB2,L1P,L/G,9.5,5.8,2.3,0.6,165,100,2,140,150,,,125,,700,"['JABIRU Jabiru J160', 'JABIRU Jabiru J170']"
JAB4,L1P,L/G,8.1,6.5,2.2,0.7,100,520,4,200,,150,,130,120,1500,"['JABIRU Jabiru J200', 'JABIRU Jabiru J230', 'JABIRU Jabiru J250', 'JABIRU Jabiru J400', 'JABIRU Jabiru J430', 'JABIRU Jabiru J450', 'SEABIRD Yamamah J430']"
JABI,L1P,L/G,9.4,5.6,2,0.5,65,430,,100,170,150,,120,,1000,"['JABIRU Jabiru LSA', 'JABIRU Jabiru SK', 'JABIRU Jabiru SP', 'JABIRU Jabiru SP-4', 'JABIRU Jabiru SP-6', 'JABIRU Jabiru SP-T', 'JABIRU Jabiru ST', 'JABIRU Jabiru ST-3', 'JABIRU Jabiru J120']"
JACE,L1P,L/G,9.3,6.5,2.2,0.6,40,200,2,100,170,150,,,138,1000,"['ACE Junior Ace', 'ACRO SPORT Junior Ace', 'CORBEN Junior Ace', 'POBER Junior Ace']"
JAG2,H1T,L/G,-,7.2,2.4,1.4,265,345,2,,,145,80,154,126,1800,['JAG HELICOPTER JAG']
JAGR,L2J,M/G,8.6,16.8,4.9,15,7800,2200,2,1000,900,375,,860 / 1.42,650,20000,"['HINDUSTAN Jaguar', 'HINDUSTAN Shamsher', 'SEPECAT Jaguar', 'SEPECAT Shamsher']"
JAJ5,L1P,L/G,8,7.4,1.2,0.4,25,300,1,200,150,100,80,,90,400,"['ALPHA J-5 Marco', 'AVIATION FARM J-5 Marco', 'JANOWSKI J-5 Marco', 'MARCO J-5 Marco']"
JAJ6,L1P,L/G,12.5,5.1,1.6,0.4,60,1000,1,120,140,230,,100,90,1180,['J & AS J-6 Fregata']
JANU,L1P,L/G,18.2,8.6,1,0.6,,,2,,,,,,,,"['SCHEMPP-HIRTH Janus BM', 'SCHEMPP-HIRTH Janus CM', 'SCHEMPP-HIRTH Janus CT']"
JARO,L1P,L/G,8.9,7.2,2.7,0.8,,270,2,,,150,120,107,90,750,['JACKAROO Thruxton Jackaroo']
JAST,L1J,L/G,10.5,10.8,3.6,5.1,990,820,1,,,400,,443,,4100,"['SOKO IJ-21 Jastreb', 'SOKO J-1 Jastreb', 'SOKO J-21 Jastreb', 'SOKO NJ-21 Jastreb', 'SOKO RJ-1 Jastreb', 'SOKO TJ-1 Jastreb', 'SOKO TJ-21 Jastreb']"
JB1,A1P,L/G,7.7,8,2.2,0.7,120,480,2,,,150,100,160,,1300,['INDEPENDENT X-JB-1 SeaDragon']
JB15,L1P,L/G,10.1,7.6,2,0.9,,500,4,,,,,126,105,,['OBERLERCHNER JOB-15']
JC01,L1P,L/G,8.3,6.4,,,,,2,,,,,,,,['COUPE JC-01']
JC02,L1P,L/G,8.3,6.4,,0.7,90,,2,,,,,110,86,,"['COUPE JC-02', 'COUPE JC-200']"
JCOM,L2J,M/G,13.6,15.9,4.8,7.2,4200,1620,12,1660,1190,450,370,470,425,5000,"['AERO COMMANDER 1121 Jet Commander', 'IAI 1121 Commodore Jet']"
JCRU,L1T,L/G,12.8,10.5,3.4,2.7,,1390,6,710,540,300,250,372,311,3500,['AASI Jetcruzer']
JD2,L1P,L/G,6.7,6.1,1.8,0.9,160,600,3,230,500,140,100,167,130,1700,['DYKE JD-2 Delta']
JDOE,L1P,L/G,9.3,7.3,2,0.7,100,390,,140,70,130,,122,113,950,['AMERICAN HOMEBUILTS John Doe']
JE2,G1P,L/G,-,,,,,,2,,,,,,,,['EICH JE-2 Gyroplane']
JFOX,L1P,L/G,9.8,,,0.5,60,400,2,120,,,,110,90,1380,"['AIRO 1', 'EUROALA Jet Fox']"
JH7,L2J,M/F,12.7,21,6.5,28.4,10000,890,2,920,1000,510,360,/ 1.70,487 / 0.85,,"['XIAN FBC-1 Flying Leopard', 'XIAN JH-7']"
JK05,L1P,L/G,10,5.9,2.3,0.5,60,380,2,220,200,140,100,110,90,800,"['EKOLOT JK-05 Beetle', 'EKOLOT JK-05 Pathmaker', 'EKOLOT JK-05 Junior']"
JL9,L1J,M/G,8.3,14.5,4.1,9.8,,1700,2,430,,530,,918 / 1.60,,51000,"['GUIZHOU FTC-2000 Shanying', 'GUIZHOU JL-9 Shanying']"
JN76,L1P,L/G,8.9,,2.9,2,,900,1,,,330,,302,257,2400,"['CAUDRON CR-760 Cyclone Replica', 'CAUDRON JN-760 Cyclone Replica']"
JPM1,L1P,L/G,7.7,5.5,,0.5,,,2,,,140,100,120,105,800,"['MARIE JPM-01 Medoc', 'MARIE JPM-01 Tanagra']"
JPRO,L1J,L/G,11.2,10.3,3.1,4.1,1620,780,2,630,,400,,382,,5300,"['BAC 145 Jet Provost', 'HUNTING P-84 Jet Provost', 'HUNTING PERCIVAL P-84 Jet Provost']"
JRC1,L1P,L/G,,,,,,,,,,,,,,,['CHALARD JRC-01 Julcar']
JS3,L2T,L/G,15.8,14.3,5.3,5.7,,1920,2+16,760,300,290,,,240,2200,"['CENTURY Jetstream 3', 'VOLPAR Century Jetstream 3']"
JS31,L2T,L-M/G,15.8,14.4,5.3,6.9,1850,1100,16,1570,1220,260,240,,230,2000,['BRITISH AEROSPACE BAe-3100 Jetstream 31']
JS32,L2T,M/G,15.8,15.5,5.3,7.3,2300,1190,19-31,1590,1210,260,240,264,244,2000,"['BRITISH AEROSPACE BAe-3200 Jetstream Super 31', 'JETSTREAM BAe-3200 Jetstream Super 31']"
JS41,L2T,M/G,18.3,19.3,5.7,10.8,3300,770,16-29,1523,1280,260,240,295,,1800,"['AI(R) BAe-4100 Jetstream 41', 'BRITISH AEROSPACE BAe-4100 Jetstream 41', 'JETSTREAM BAe-4100 Jetstream 41']"
JSQA,L1J,L/G,9,9.4,3.6,2.4,720,1000,2,,,370,,344,260,2750,"['GENERAL AVIA F-1300 Jet Squalus', 'PROMAVIA F-1300 Jet Squalus']"
JSX,L,L/G,5.5,5,,0.5,150,420,1,,,,,249,210,1600,['SONEX JSX SubSonex']
JT2,L1P,L/G,5.7,5.1,1.5,0.4,35,380,1,100,300,180,130,175,140,1600,['TAYLOR (4) JT-2 Titch']
JU52,L3P,M/G,29.2,18.9,5.5,10.5,,690,21,,,195,150,149,120,575,"['CASA 352L', 'JUNKERS Ju-52/3m']"
JUN1,L1P,L/G,5.1,4.8,,0.5,60,,1,,,,,110,100,1400,['KAMINSKAS RK-1 Jungster 1']
JUN2,L1P,L/G,6.8,5.1,,0.6,61,,1,,,,,150,129,3500,['KAMINSKAS RK-2 Jungster 2']
JUNR,L1P,L/G,7.4,5.8,2,0.6,,500,,,,140,100,124,,900,"['ANDREASSON BA-7', 'ANDREASSON MFI-9', 'BOLKOW BO-208 Junior', 'MALMO MFI-9 Junior']"
JUPI,L1P,L/G,9.8,7.2,2.3,1,320,1080,4,190,,270,,152,137,1970,['LAMMER GEYER Jupiter']
K100,L1T,L/G,13.7,10.4,4.6,3.2,,1132,1+9,285,215,,,,183,,"['DAHER Kodiak 100', 'QUEST Kodiak 100']"
K126,H1T,L/G,-,7.7,,3.5,,350,6,,,,30,100,86,,"['ICA Ka-126', 'KAMOV Ka-126']"
K209,H1T,L/G,-,8.2,2.5,0.5,150,330,2,,,124,100,110,,,['FAMA K-209 KISS']
K226,H2T,L/G,-,8.1,4.2,3.4,600,320,9,,,200,50,111,105,2000,['KAMOV Ka-226 Sergei']
K250,L1P,L/G,11.2,8.1,2.7,1.1,265,940,4,300,200,130,100,124,108,700,['KESTREL (1) K-250']
K35E,L4J,H/C,39.8,41.6,12.6,144,,4000,20,2700,800,450,370,610,530,5000,['BOEING KC-135E Stratotanker']
K35R,L4J,H/C,38.8,41.6,12.6,147,757000,4000,20,4500,800,450,370,610,532,5000,"['BOEING C-135FR Stratotanker', 'BOEING KC-135R Stratotanker', 'BOEING KC-135T Stratotanker']"
K50,L1J,M/G,9.4,13.1,4.9,13.5,1700,1400,2,,,485,400,/ 1.50,,39600,"['KOREA AEROSPACE A-50 Golden Eagle', 'KOREA AEROSPACE T-50 Golden Eagle', 'KOREA AEROSPACE F/A-50 Golden Eagle', 'KOREA AEROSPACE T/A-50 Golden Eagle']"
K51,L1P,L/G,8.5,7,,1,190,1000,2,,,,,200,170,1970,['KOVACS K-51 Peregrino']
K8,L1J,L/G,9.6,11.6,4.2,3.7,1100,840,2,600,520,450,,431,,5900,"['HONGDU JL-8', 'HONGDU K-8 Karakorum', 'NANCHANG JL-8 Karakorum', 'NANCHANG K-8 Karakorum']"
KA25,H2T,M/G,-,9.8,5.3,8,,250,12,,,120,80,118,105,,['KAMOV Ka-25']
KA26,H2P,L/G,-,7.7,4,3.2,,640,7,,,100,95,90,75,,['KAMOV Ka-26']
KA27,H2T,M/G,-,11.3,5.4,12.6,3450,430,18,,,200,165,134,124,2460,"['KAMOV Ka-27', 'KAMOV Ka-28', 'KAMOV Ka-29', 'KAMOV Ka-31', 'KAMOV Ka-32', 'KAMOV HH-32', 'KAMOV Ka-252']"
KA50,H2T,M/G,-,15,4.9,10.8,1800,250,1,,,180,80,183,167,3000,"['KAMOV Ka-50 Black Shark', 'KAMOV Ka-50 Chernaya Akula', 'KAMOV Ka-50 Werewolf']"
KA52,H2T,M/G,-,16,4.9,10.5,,240,2,,,180,80,,190,1580,['KAMOV Ka-52 Alligator']
KA62,H2T,L/G,-,13.4,3,6.7,1450,550,18,,,175,80,162,148,2200,"['KAMOV Ka-60 Kasatka', 'KAMOV Ka-62']"
KAFI,L1P,L/G,10,6,2.3,1.9,,4300,1,,,,,200,170,,['KARI Firefly']
KAK1,L1P,L/G,15,7.2,,0.5,,,1,,,,,97,33,,['KIEGER AK-1']
KAK3,L1P,L/G,8.2,6.2,,0.5,110,,2,,,140,100,150,,,"['JUNKERS PROFLY Junka', 'KIEGER AK-3']"
KAT3,L1T,L/G,,,,,,,,,,,,,,,['KHRUNICHEV AT-3']
KATB,L2P,L/G,13.2,10.6,4.2,,,,8,850,580,,,220,195,,['KARI Twinbee']
KATR,L1P,L/G,9.6,6.7,,0.6,,,2,,,130,100,,90,,['AEROSAMARA Katran']
KC2,L2J,H/C,44.4,43.9,14.2,120.1,,3500,,,,,400,,/ .80,,"['KAWASAKI XC-2', 'KAWASAKI C-2', 'KAWASAKI RC-2']"
KE3,L4J,H/C,44.4,46.6,12.9,,,,,,,295,250,545,478,3500,['BOEING KE-3']
KEHA,L1P,L/G,9.7,,,0.5,38,,2,60,75,100,80,73,52,600,"['KESTREL (2) Float Hawk', 'KESTREL (2) Sport Hawk']"
KELA,L1P,L/G,7,5.1,1.7,0.4,50,,1,180,220,160,100,113,104,900,['KELEHER Lark']
KELD,L1P,L/G,8,5.8,2.3,0.7,90,220,2,120,180,,80,91,78,800,['KELLY D']
KERO,L1P,L/G,10.7,7.6,3,1.1,195,550,2,,,240,,120,100,1000,['REARWIN 2000 Ken-Royce']
KEST,L1T,L/G,13.1,11.4,3.8,3.7,,1500,8,,,310,,522,,6500,['FARNBOROUGH F-1 Kestrel']
KFAB,L1P,L/G,9.1,5.7,2.4,0.5,100,450,2,70,85,140,,113,90,1200,"['KITPLANES FOR AFRICA Bushbaby', 'KITPLANES FOR AFRICA Explorer']"
KFAS,L1P,L/G,9.3,6.4,2.6,0.5,100,450,2,90,,140,,126,110,1300,['KITPLANES FOR AFRICA Safari']
KFIR,L1J,M/G,8.2,15.5,4.3,16.5,,745,1,,,590,,1268 / 1.91,,46000,['IAI Kfir']
KFIS,A1P,L/G,11,7.2,2.4,0.8,76,280,2,300,200,100,80,95,85,700,"['ANDERSON EA-1 Kingfisher', 'WARNER (1) W-1 Super Kingfisher']"
KH4,H1P,L/G,-,9.9,2.8,1.2,,220,4,,,180,80,91,76,,['KAWASAKI KH-4']
KIS2,L1P,L/G,7,6.4,1.8,0.7,110,600,2,400,450,170,130,,160,1100,"['PULSAR Sport 150', 'TRI-R KIS TD', 'TRI-R KIS TR-1']"
KIS4,L1P,L/G,8.8,7,2.2,1.2,200,700,4,330,400,180,130,173,156,1700,"['PULSAR Super Cruiser', 'TRI-R KIS TR-4 Cruiser']"
KITH,L1P,L/G,8.6,7,,,,330,1+2,,,,,97,83,,"['BOURDON Kitty Hawk', 'VIKING (3) Kitty Hawk']"
KITI,L1P,L/G,7.3,6,2.3,0.6,,470,1,,,,,114,106,850,['MITCHELL-PROCTER Kittiwake']
KIWI,L1P,L/G,15,6.8,1.5,0.4,40,100,1,,,,,130,,340,"['TWI Kiwi', 'VALENTIN Kiwi']"
KK60,L1P,L/G,9.1,7,,,,320,2,,,,,100,85,,['KARI-KEEN 60 Coupe']
KL07,L1P,L/G,10.8,8.3,2.2,1.2,,,4,,,140,100,138,108,700,"['BOLKOW F-207', 'BOLKOW Kl-107', 'BOLKOW BO-207', 'KLEMM Kl-107', 'NABERN Kl-107']"
KL10,L1P,L/G,10.3,,,,130,722,2,,,140,,,132,,['FLIGHT DESIGN-VESSEL KLA-100']
KL25,L1P,L/G,13,7,2.6,,,,2,,,160,85,56,51,260,['KLEMM L-25']
KL35,L1P,L/G,10.4,7.5,2,,,340,,,,170,100,114,,,['KLEMM Kl-35']
KLBR,L1P,L/G,8.6,7.3,2,0.5,37,200,,60,,,,95,65,1000,['KOLB King Colbra']
KM2,L1P,L/G,10,8,3,1.5,265,520,2,,,270,,223,177,1500,"['FUJI KM-2', 'FUJI LM-1 Nikko', 'FUJI LM-2 Nikko']"
KMAX,H1T,L/G,-,12.7,4.1,5.4,860,260,1,,,290,,100,80,2500,['KAMAN K-1200 K-Max']
KNTW,L1P,L/G,4.7,4.1,1.5,0.4,75,610,2,120,240,150,100,156,143,1800,"['PAYNE Knight Twister', 'PAYNE Sunday Knight Twister']"
KOLL,L1P,L/G,9.1,6.7,2,0.4,35,600,,,,150,100,120,87,1100,['KOLB Laser']
KP2,L1P,L/G,9.9,7.2,2.6,0.5,64,520,2,100,149,150,,130,108,1300,"['JIHLAVAN KP-2 Rapid 200', 'JIHLAVAN KP-2 Skyleader 150', 'JIHLAVAN KP-2 Skyleader 200', 'KAPPA KP-2 Sova', 'ZALL JIHLAVAN KP-2 Skyleader 200']"
KP5,L1P,L/G,9.8,7.1,2.5,0.6,50,430,2,150,170,,100,130,,1100,"['JIHLAVAN KP-5 Rapid 500', 'JIHLAVAN KP-5 Skyleader 500', 'ZALL JIHLAVAN KP-5 Skyleader 500']"
KR1,L1P,L/G,5.1,3.7,,0.4,100,1000,1,120,300,,,170,150,1200,['RAND KR-1']
KR2,L1P,L/G,7,4.8,,0.5,110,1300,2,120,300,150,100,174,156,1200,['RAND KR-2']
KR21,L1P,L/G,8.3,6.9,2.6,,,330,2,,,170,,110,90,,"['FAIRCHILD (1) KR-21', 'KREIDER-REISNER C-6 Challenger']"
KR30,L1P,L/G,10.5,5.9,2.3,0.5,100,,2,70,,,,128,107,1500,['EKOLOT KR-030 Topaz']
KR31,L1P,L/G,9,7.3,,,,340,2,,,120,,100,90,,"['FAIRCHILD (1) KR-31', 'KREIDER-REISNER C-2 Challenger']"
KR34,L1P,L/G,9.1,7,2.8,,,480,2,,,140,100,,102,,"['FAIRCHILD (1) KR-34', 'KREIDER-REISNER C-4 Challenger']"
